Description,Spam
"Subject: query english interrogative

appreciate reference discuss relationship correspondence between syntactic form pragmatic ( social ) function interrogative english . much work familiar claim form function . own research suggest otherwise . please send reply directly : freed @ apollo . montclair . edu ( alouse f . freed linguistic montclair state college )
",no
"Subject: arizona web

everybody : url linguistic university arizona : http : / / radon . gas . uug . arizona . edu / ~ weinberg / index . html massive amount information describe every aspect our undergraduate graduate offering , our program , our faculty , etc . mike hammond
",no
"Subject: gls 1995 schedule ( update 1 / 19 / 95 )

update 1 / 19 / 95 ( include session ) * * * * * * * * * * georgetown linguistic society present gls 1995 : developments discourse analysis february 17-19 , 1995 georgetown university , washington d . c . * * * * * * * * * * * * conference schedule * * * friday , february 17 * 2 : 0 - 3 : 30 colloquium : development sign language discourse part ( coordinator : melanie metzger ) * ruth morgan interplay place space namibian sign language narrative * kathleen wood negotiate literate identity : life story deaf student * susan m . mather adult - deaf toddler discourse real author please stand ? : exploit speech * richard buttny talk race campus : report speech account race relation university campus * akira satoh report speech english japanese : comparative analysis * joyce tolliver evidentiality accountability literary narrative 3 : 45 - 5 : 15 colloquium : development sign language discourse part ii ( coordinator : melanie metzger ) * tina m . neumann figurative language american sign language poem : personification prosopopoeium * scott liddell melanie metzger spatial map asl narrative : examine multiple surrogate space * elizabeth . winston spatial map comparative discourse frame american sign language political , intellectual , institutional identity * anna de fina pronominal choice , identity solidarity political discourse * charlotte linde 's story : third person narrative individual group identity * karen tracy identity work question intellectual discussion prior discourse structure classroom interaction * mary buchinger bodwell "" mean , ' first draft ' ? "" : adult literacy class alternative model edit text * deborah poole effect text talk class-room literacy event * myriam torr why teacher engage co-construction knowledge : critical discourse analysis 5 : 30 - 6 : 30 plenary speaker : roger shuy 6 : 45 - 7 : 45 plenary speaker : deborah schiffrin 8 : 0 - 11 : 0 reception * saturday , february 18 * 9 : 30 - 10 : 30 plenary speaker : heidi hamilton 10 : 45 - 12 : 45 colloquium : development conversation analysis : oh , , , pardon ( coordinator : maria egbert ) * paul drew ' ' ? : sequential basis ' open ' form repair initiation conversation ( implication cognitive approach interaction ) * maria egbert relevance interactant ' eye gaze organization other-initiate repair : case german ' bitte ? ' ( ' pardon ? ' ) * anna lindstrom ' ' - construct inquiry resource probe relevance prior talk swedish conversation * john heritage ' oh ' - preface response inquiry privilege view medium discourse * gertraud benke news : textual feature news agency copy usage newsproduction * debra graham racism report o . j . simpson arrest : critical discourse analysis approach * ian hutchby argument asymmetry talk radio * joanna thornborrow talk show democratic discourse interactional explanation pattern variation * scott fabius kiesle using interactional discourse analysis explain variation * sylvie duboi coherent network effect discourse humorous face * nancy k . baym humorous performance computer-mediate group * diana boxer florencium cort - conde tease bond : conversational joke identity display 12 : 45 - 2 : 45 theme lunch 2 : 45 - 4 : 45 negotiate authority status * cynthium dickel dunn language tea teacher : shift indexical grind japanese pedagogical context * lena gavruseva ' drivel garage ? ' : construction authoritative self cover letter discourse * geoffrey raymond voice authority : sequence turn design live news broadcast * hideko norn abe discourse analysis distal direct style japanese woman 's speech narrative structure across language * violum g . miglio tense alternation medieval prose text * aslus ozyurek child connective talk conversation * marybeth culley rhetorical elaboration chiricahua apache comic narrative genre * bethany k . duma complex narrative ozark discourse compet discourse dominance * tony hak ' clear delusion ' : production factual account * catherine f . smith democratic discourse * john clark standard vernacular : persuasive discourse style conflict * kathryn remlinger keep straight : socio-linguistic construction heterosexual ideology campus community 5 : 0 - 7 : 0 colloquium : discourse conflict ( coordinator : christina kakava ) * faye c . mcnair - knox discourse conflict african - american english womantalk : pattern grammaticalize disapproval narrative * christina kakava evaluation personal vicarious story : mirror greek man 's self * patricium e . o'connor ' can't keep man down ' : position conflict talk violent act * laine berman life story street : homeless child 's narrative violence construction better world discourse influence syntactic category structure * jennifer arnold interaction between discourse focus verbal form mapudungun * rajesh bhatt information status word order hindus * paul hopper discourse category ' verb ' english interactional construction cognitive understand * pamelum w . jordan megan moser multus - level coordination computer-mediate conversation * claudium roncaratus repetition cognition information flow : case-study brazilian portuguese database * andrea tyler john bro examine perception text comprehensibility : effect order contextualization cue 7 : 15 - 8 : 15 plenary speaker : charles goodwin * sunday , february 19 * 9 : 30 - 10 : 30 plenary speaker : frederick erickson 10 : 45 - 12 : 45 colloquium : frame theory discourse ( coordinator : janice hornyak ) * janice hornyak personal professional frame office discourse * susan hoyle negotiation foot play * carolyn kinney interaction frame , role footing : conversational strategy co-leader long-term group * yoshiko nakano interplay expectation cross-cultural miscommunication : case study negotiation between american japanese * suwako watanabe frame group discussion : comparison between japanese american student interpret , challenge , evaluate gender * jennifer curti contestation masculine identity batter intervention program * keller s . magenau feminine : attend power social distance dimension speak write workplace communication * kelus yerian professional gender identity discourse two public television director * donna trousdale social language privilege : gender school science discourse discursive enactment cultural ideology * isolda carranza stance - oral interview * sharus e . kendall religion experience : construct dialogue , narrative , life story religious testimony * agne weiyun story interactional resource : narrative activity academic counsel encounter * orlum morrissey discourse analysis evaluation methodology technology assessment pre-competitive r d environment 12 : 45 - 2 : 15 lunch 2 : 15 - 3 : 45 computational approach discourse analysis * megan moser johanna d . moore approach study discourse cue * yan qu computational approach automatically extract discourse rule * donald lewi theme eventline classical hebrew narrative : computer-assist analysis conversational move * c . antakus , f . diaz , . collin participant ' orientation foot : evidence conversational completion * peter muntigl save face argument : analysis face-threaten disagreement * martin warren conversation begin end ? fine - tun conversation * hiroko spee aizuchus ' back channel ' shape shape interaction japanese conversation * toshiko hamaguchus manifestation share knowledge conversation * yrjo engestrom discursive disturbance bridge between micro macro : evidence activity-theoretical study collaborative work setting 4 : 0 - 5 : 0 plenary speaker : deborah tannen * * contact gls 1995 * * please send registration request information regard special discount airfare , accommodation , transportation georgetown linguistic society : gls 1995 internet : gl @ guvax . georgetown . edu georgetown university bitnet : gl @ guvax . bitnet department linguistic voice : ( 202 ) 687-6166 479 intercultural center washington , d . c . 20057-1068 regularly update information available through world - wide web georgetown linguistic home page : http : / / www . georgetown . edu / cball / gu _ lx . html * * registration * * _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ pre-registration form * * gls 1995 * * please complete print form provide require information another sheet paper mail gls 1995 , georgetown university , department linguistic , 479 intercultural center , washington , d . c . 20057-1068 name : affiliation : mail address : e - mail address : phone number : registration fee . please remit appropriate registration fee form check money order payable "" georgetown university "" : student non - student preregistration ( through feb . 10 ) $ 20 . 0 $ 30 . 0 - site registration $ 30 . 0 $ 40 . 0 attendance need ( ) american sign language interpretation ( ) crash space ( first-come basis ) ( ) ( please specify ) _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ end announcement . please distribute widely possible . thank .
",no
"Subject: update , ausschreibung professur allgemeine sprachwissenschaft

hinweise zur bewerbung auf eine c4 - professur fuer allgemeine sprachwissenschaft der universitaet heidelberg : die ausschreibung ist erschienen "" ausschreibungsdienst de deutschen hochschulverband "" , ausgabe 3 - vom 12 . januar 1995 , rheinallee 18 , d-53173 bonn , telefon + 49 228 36 40 2 , fax + 49 228 35 34 3 . einsendeschluss fuer bewerbungen ist der 22 . februar 1995 . hier ein paar hinweise zur bewerbung auf eine c - 4 professur deutschland : die bewerbung muss enthalten - ein anschreiben den dekan der neuphilologischen fakultdt der universitaet heidelberg , hauptstrasse 120 , d-69117 heidelberg , dass man sich um die stelle bewirbt , - ein tabellarischer lebenslauf , enthaltend schulische und universitaere ausbildung , berufliche laufbahn , sprachkenntnisse , evtl . auszeichnungen und wichtige private verhaeltnisse wir heirat , kinder , - eine liste der veroeffentlichungen , - eine liste der gehaltenen lehrveranstaltungen . man kann beliebige hinzufuegen , wenn e fuer eine gute praesentation geeignet erscheint . auch die aeussere form ist nicht direkt geregelt . offprint der schriften braucht man noch nicht einzusenden . man wird dazu eingeladen , wenn man die engere auswahl kommt . noch ein hinwei zu qualifikation : deutschland ist fuer diese stelle die habilitation eine voraussetzung ( d . . ein spezieller akademischer grad zusaetzlich zur promotion ) . von auslaendern werden gleichwertige qualifikationen erwartet , d . h . der regel , dass man schon professor sein muss , wenn man sich um diese stelle bewirbt .
",no
"Subject: conference call .

- - - - - - - - - - - - - please post - - - - - - - - - - - - - - preliminary announcement call papers formal grammar barcelona august 12-13 , 1995 conjunction european summer school logic , language information 1995 seventh european summer school logic , language information hold barcelona . previous occasion meet serve forum area include computational linguistics , formal linguistics , role logic grammar formalism . programme include conference formal grammar open participant present contemporary research domain . theme interest include formal computational phonology , syntax , semantics pragmatic ; logical method linguistics ; foundational , methodological architectural issue grammar . ten copy anonymous abstract 800 word ( one two-side sheet ) send address below arrive later april 21st , 1995 . please provide separate sheet detail title , author ( s ) institution ( s ) , address , e-mail , telephone fax one author communication purpose . indicate both abstract identification sheet whether require 20 minute 40 minute presentation . notification acceptance 22nd . final version papers receive 7th july inclusion proceedings distribute summer school . address correspondence : committee esslli conference formal grammar c / o glyn morrill departament de llenguatge sisteme informatic universitat politecnica de catalunya pau gargallo , 5 08028 barcelona e-mail : morrill @ lsus . upc . e programme committee : elisabet engdahl , ewan klein , glyn morrill , dick oehrle , fernando pereira , carl pollard , richard sproat , susan steele , rich thomason , annie zaenen . information european summer school logic , language information ( 14th - 25th august ) contact : esslli95 , gilcub , avda . vallvidrera 25 , 08017 barcelona ; fax + 43 3 2054656 ; e-mail : esslli95 @ gilcub . e \ documentstyle [ 11pt ] { article } \ pagestyle { empty } \ setlength { \ textwidth } { 6 . 5in } \ setlength { \ oddsidemargin } { 0 . 0in } \ begin { document } \ begin { center } \ rule { 1in } { . 01in } please post \ rule { 1in } { . 01in } \ \ \ medskip { \ large preliminary announcement call papers } \ \ \ bigskip { \ large \ bf formal grammar } \ \ \ medskip barcelona \ \ august 12-13 , 1995 \ \ conjunction \ \ { \ bf european summer school logic , language information } \ end { center } \ medskip \ noindent 1995 seventh european summer school logic , language information hold barcelona . previous occasion meet serve forum area include computational linguistics , formal linguistics , role logic grammar formalism . programme include conference formal grammar open participant present contemporary research domain . theme interest include formal computational phonology , syntax , semantics pragmatic ; logical method linguistics ; foundational , methodological architectural issue grammar . ten copy anonymous abstract 800 word ( one two-side sheet ) send address below arrive later april 21st , 1995 . please provide separate sheet detail title , author ( s ) institution ( s ) , address , e-mail , telephone fax one author communication purpose . indicate both abstract identification sheet whether require 20 minute 40 minute presentation . notification acceptance 22nd . final version papers receive 7th july inclusion proceedings distribute summer school . address correspondence : committee esslli conference formal grammar \ \ c / o glyn morrill \ \ departament de llenguatge sisteme inform \ ` { } tic \ \ universitat polit \ ` { e } cnica de catalunya \ \ pau gargallo , 5 \ \ 08028 barcelona \ \ e-mail : { \ sf morrill @ lsus . upc . e } programme committee : elisabet engdahl , ewan klein , glyn morrill , dick oehrle , fernando pereira , carl pollard , richard sproat , susan steele , rich thomason , annie zaenen . information european summer school logic , language information ( 14th - 25th august ) contact : esslli95 , gilcub , avda . vallvidrera 25 , 08017 barcelona ; fax + 43 3 2054656 ; e-mail : { \ sf esslli95 @ gilcub . e }
",no
"Subject: summary : french creole apr progressive

original question concern apr french creole progressive rather perfect expect typological grounds . enormous response preclude list answer . seem moral story one n't assume normal case . instance , simply incorrect assume standard french en train de normal ; fact , appear standard french innovate respect . accord respondant , apr construction progressive many vernacular french 's include canadian , swiss cajun . one assume vernacular source creole progressive . semantics apr strange assumption form means "" after . "" appear vernacular progressive preserve original sense - pre , fact conform expectation base cross-linguistic study . standard french , correspond expression aupr . many respondent draw attention "" after ving "" construction english dialect . h . roger uoft inform construction perfect progressive ; since confirm analysis . addition welsh , scot gaelic "" after ving "" perfect likely source construction . apparently preposition scot gaelic ( air ) means "" "" outside progressive construction ( deigh "" after "" ) . thank again respond . interest exercise .
",no
"Subject: philippine nat ' l lang .

content - length : 786 local newspaper recently print letter editor read , part , follow : "" tagalog language second-most commonly speak dialect philippine ( next cebuano ) 50 dialect . national language filipino , require philippine congress 1989 . "" doe anyone filipino , where information event philippine congress 1989 ? 'd topic starting-off point class discussion dialect v . language , prescriptivism , need . information , please reply directly . thank . - - christine brisson rutger university cbrisson @ zodiac . rutger . edu
",no
"Subject: german-english automatic translator

dear fellow , automatic translator german - english . somethe user send text one language receive translation language . semi-automatic software where translation ' high-end ' , quality enough save work office secretary . someone where ( shareware preferably ) software ? thank , . santo = = adelino santos - fraunhofer institute computer graphic ( fhg - igd ) dept . cooperative hypermedium system wilhelminenstr . 7 tel : + 49 6151 155239 64283 darmstadt fax : + 49 6151 155299 germany mail : santo @ igd . fhg . de
",no
"Subject: nominalization spanish

anyone refer us study process nominalization , especially infinitiv , spanish ? please , send answer ebogomil @ estud . colmex . mx send summary answer list . thank advance , elena bogomilova lozanova
",no
"Subject: language species

few post subject please : perhap alone eccentric belief non-human language . start hop , after finish phd , work dolphin ' language ; continue read , somewhere , deaf 's sign language language ( those whom meet regularly pub down road communicate , , language ? often envy stone deaf - - curse hear , dislike noisy pub restaurant ) . stage , "" proper "" human language deal encode n-dimensional conceptual universe one-dimensional string ( perhap degenerate dimension extra , pay attention prosodic feature ) . , sign language , hand , encode definitely two dimension - - even though figure many , let alone , little literature ( anyone linguistics least few foreign language , perhap , perhap least sign language , practice . "" perhap "" mean "" definitely "" , course . "" perhap "" euphemism , weak excuse learn practice sign language ) . later , dolphin ' language , * cetacean * case , read , somewhere , circumstance under orc learn avoid boat equip harpoon gun , seem mean must "" tell "" recognize first meet those boat first . seem too efficient . try explain someone recognize contraption never encounter before . paper pencil , word . misunderstanding galore . another possible form communication . cetacean "" "" sonar , bat . communicate , read , sound , wide range ( few hertz 100khz memory serve ) . actually communicate * project * sonar image ? painting , along stylize representation . animate too , 's quite possible . later again , tie tell intelligence bird , mynah bird seem understand few word proper context . complexity bird song . hopelessness scheme dream animal communicate through language strike . putt bird , whatever , different cage pen , train one set push third lever leave food ; communicate discovery those pen . communicate project sonar image needle haystack . song modulation , ditto . , rate , dozen , nay , hundred explain "" push third lever "" . * * "" lever "" never anything environment ? "" third "" ? "" leave "" ? even jabber human-like language , one phoneme after , hard spot exchange . story "" piano "" beach - la - mar : "" big fella box , black white tooth , missus belong white master fight ' im belong , box cry "" . 's one "" piano "" ! , , notion , meet non-human , sentient being , probably win recognize fact . those definition ( redefinition ) language human language those feature , n't n't language , utterly uninterest . best entirely useless , vacuous tautology ( n't self-reference ! ) . fact obnoxious , lead method incapable recognize analyze "" non-human "" language . asl ( insert sarcastic smiley here ) . conclude relate theme . keep read reconstruct vocal tract neanderthal show full language , . . . blah blah ( really loath repeat argument ) . vocal tract parrot , reconstruct skeleton ? j . guy @ trl . oz . au
",no
"Subject: cgsw : update program

announcing cgsw10 10th comparative germanic syntax workshop , organise jointly catholic university brussel , p . j . meerten institute dialectology ( amsterdam ) place brussel january 17-19 , 1995 . program tuesday january 17 18 : 0 : registration reception conference venue : vrijheidslaan 17 , b-1080 brussel ( metro simonis ) wednesday , january 18 room / o / 2 9 : 30 - 10 : 0 : coffee formal open 10 : 0 - 10 : 30 : t . taraldsen ( tromso ) case , subject-orientation agreement icelandic faroese 10 : 30 - 11 : 0 : c . platzack ( lund ) force leave : non l - relate movement germanic v2 language 11 : 0 - 11 : 30 : coffee 11 : 30 - 12 : 0 : j . zwart ( utrecht ) simple complex preposition p - strand dutch 12 : 0 - 12 : 30 : h . benni ( leiden ) , f . beukema ( leiden ) & m . den dikken ( vu , amsterdam ) gett verb movement 12 : 30 - 14 : 0 : lunch 14 : 0 - 14 : 30 : s . barbier ( leiden ) antisymmetric analysis pp extraposition 14 : 30 - 15 : 0 : t . hoekstra ( leiden ) & j . rooryck ( leiden ) dynamic stative 15 : 0 - 15 : 30 : e . haeberlus ( geneve ) morphological case , pro word order 15 : 30 - 16 : 0 : coffee 16 : 0 - 16 : 30 : e . - p . kester ( utrecht ) adjectival inflection license condition null noun 16 : 30 - 17 : 0 : e . hoekstra ( meerten , amsterdam ) & m . den dikken ( vu , amsterdam ) parasitic participle thursday , january 19 room / o / 1 10 : 0 - 10 : 30 : j . bobaljik ( mit ) morphological determination germanic syntax 10 : 30 - 11 : 0 : d . buer ( koeln ) & k . hartmann ( frankfurt ) extraposition , qr , association focus 11 : 0 - 11 : 30 : coffee 11 : 30 - 12 : 0 : e . groat ( harvard ) overt null expletive germanic 12 : 0 - 12 : 30 : s . menuzzus ( leiden ) double object construction icelandic 12 : 30 - 14 : 0 : lunch 14 : 0 - 14 : 30 : m . everaert ( utrecht ) bind inert / active distinction 14 : 30 - 15 : 0 : . henry ( ulster ) v2 phenomenon belfast english 15 : 0 - 15 : 30 : coffee 15 : 30 - 16 : 0 : f . weerman ( utrecht ) morphological case null case 16 : 0 - 16 : 30 : j . - w . zwart ( groningen ) composition auxiliary placement participle dutch travel hotel information : file travel hotel information send upon simple request ( e-mail coupon below ) . registration conference lunches : advance registration : $ 20 / bef 700 ( $ 10 / bef 350 student ) - site registration : $ 30 / bef 1 , 0 ( $ 20 / bef 700 student ) advance registration send coupon below , forward require amount postal account # 000-0536088 - 66 ku brussel , vrijheidslaan 17 , b-1080 brussel . please mention register cgsw10 ; forget add bank charge above amount . deadline advance registration january 9 , 1995 . number restaurant immediate vicinity university ; however , sizable number conference participant , lead substantive overcrowd consequent delay . reason , organiser arrange caterer provide two lunch university premise . since vital advance many lunch order , must book lunch advance send coupon below . lunch , advance payment require . - - - - - - - - - - - - - - - - cut here - - - - - - - - - - - - - - - name : address : e - mail : 0 register on-site 0 transfer registration fee amount 0 bef 700 0 bef 350 ( student rate ) postal account # 000-0536088 - 66 . 0 want order conference lunch wednesday january 18 bef 400 0 want order conference lunch thursday january 19 bef 400 0 please send hotel travel information mail , fax , e-mail coupon : ku brussel cgsw10 ( g . vanden wyngaerd ) vrijheidslaan 17 b-1080 brussel belgium tel + 32 2 412 4349 fax + 32 2 412 4200 email : haaam08 @ cc1 . kuleuven . ac . - - - - - - - - - - - - - - - - cut here - - - - - - - - - - - - - - -
",no
"Subject: latvian language policy

topic "" linguistic human rights violation "" particularly interest , little confuse constitute violation . marc picard write , "" personally , hope latvian measure deem necessary everybody country speak language . "" someone issue statement language situation unite state ( particularly regards native speaker spanish resident / citizen us ) , sure group throw arm protest oppression segment population . is mean "" linguistic human rights violation "" ? is something severe ? country apply different standard those apply unite state ? mark mitton carleton college northfield , mn 55057 mittonm @ carleton . edu
",no
"Subject: tilburg conference ot

call paper tilburg university conference derivational residue phonology 1 - 7 october 1995 grammatical model group tilburg university plan organize conference derivational residue phonology . conference hope discuss topic deal standard generative phonology derivational means level order , ( strict ) cyclicity rule order , light recent shift attention toward theory representational nature . derivational tool mention replace representational instrument ? , ` optimal ' representational theory ? cannot , exactly residue derivationalism still need ? invite papers relate topic ( complete description conference topic below ) both against purely representational approach phonology . expect able ( partially ) reimburse travel expense lodge our speaker . furthermore proud bruce haye geert booij already agree our invite speaker . deadline those interest present paper ( 40 minute talk , 15 minute discussion ) send 5 copy two page abstract ( 10 anonymous ; 1 camera-ready , name ( s ) , affiliation ( s ) contact address , include e-mail ) : marc van oostendorp ben herman , grammaticamodellen , tilburg university , postbus 90153 , 5000 le , tilburg , netherland . abstract must receive 1 1995 . abstract page text consider too condense read reject without review . email submission accept . additional information contact b . j . h . herman @ kub . nl m . voostendorp @ kub . nl . topic conference dure past few main focus attention phonology seem shift derivational representational model , prince smolensky 's optimality theory , goldsmith 's harmonic phonology burzio 's pes - model . yet generative phonologist accumulate substantial evidence derivational analysis . standard lexical phonology , instance , derivationalism play role several : model divide lexical postlexical component , lexical component itself divide several lexical level , lexical level cyclic every affix start own cycle , finally , phonological rule within every cycle order . question evaluate derivational instrument representational theory phonology . distinction between lexical postlexical phonology seem least controversial . most optimality theory analysis seem accept least remnant derivationalism . yet one imagine radical version purely representational theory distinction between word-level phrasal phonology account appropriate theory phonological domain . case , question remains evaluate traditional criterion lexical-postlexical distinction ( exception , sensitivity morphological syntactic boundary , etc . ) theory constraint constraint rank . similar question ask internal level order within lexical component . analysis frame term lexical level reframe representational term ? extent theory extensive lexical level still call ` representational ' ? most discussion derivationalism within optimality theory seem concentrate issue cyclicity . demonstrate cyclic analysis replace adequate theory alignment between phonological morphological structure . is everything need issue ? are , instance , cyclic version ot feasible desirable ? similarily , considerable effort put several researcher show strict cyclicity theoretical concept superfluous replace theory underspecification . whether adequate answer derive environment effect another topic hope address . finally , expect even finest grain level derivationalism , viz . phonological rule order ( both intrinsic extrinsic ) interest question remain unanswer . particular case counter-feed counter-bleed relation seem us still open discussion . question considerable conceptual import , yet seem us ultimately answer empirically . issue derivationalism one interest challenge optimality theory model mention earlier pose . hope receive many abstract deal .
",no
"Subject: humor communication : call paper

call papers humor communication seminar sca , 1992 national meeting : - ) : - ) : - ) : - ) : - ) : - ) : - ) : - ) : - ) : - ) : - ) : - ) : - ) : - ) : - ) : - ) : - ) : - ) seminar hold wednesday , october 28th ( 9 : 30 - 5 : 30 ) chicago precede speech communication association national meet . call papers : establish humor widespread phenomenon , encompass many , , area human communication . while research various area advance , several general communication-relate issue within realm humor remain explore full . another perspective , study humor particularly interest topic communication , since humor usually highlight communicative mechanism exploit thus provide insight later generalize discipline large . follow topic sca seminar participant want address . 1 ) humor communicate ? mechanism communication through humor possible ? ) order solve paradox define humor non-cooperative mode communication , cooperative-cum - humor mode postulate ( raskin 1985 , attardo 1990 ) . is complete picture ? communication affect / distort particular situation ? b ) joke convey factual information , both referent text ( zhao 1988 ) participant communicative interchange , perception situation , social hierarchy play , etc . modality mechanism process ? 2 ) humor communicate ? humor convey mean independent denotation humorous utterance ( example drew 1987 tease ) avoid face-threaten situation ( mulkay 1988 ) . is range message carry humor unlimit inherent "" content "" humorous message humorous ? 3 ) rhetoric ( s ) humor . humor speaker further goal ( within outside communicative exchange ) . humor tool persuade , divert attention , - out-bond , etc . 4 ) discourse analysis humorous exchange . organization humorous exchange . humorous conversational turn fit communicative exchange ? joke humorous narrative introduce conversation , affect course ? difference between joke conversational joke . 5 ) semiotic humor . humor achieve verbally , visually , behaviorally , musically , etc . , combination above . hand , nature never funny itself ( although perceive ) . word , humor intimately connect human faculty sign . is possible build general semiotic humor ? various type humor above differ alike ? 6 ) cultural difference humor communication . both impressive example variation across culture ( example , ritual humor common many society ( apte 1985 ) almost absent present-day western culture ) cross-cultural invariant ( example dumb-joke , cf . davy 1990 ) . are universal humorous communication , range variation unconstrain culturally ? references : apte , mahadev . 1985 . _ humor laughter _ ithaca london : cornell university press . attardo , salvatore . 1990 . violation grice 's maxim joke . hall , kira et al . ( ed . ) _ proceeding 16th berkely linguistic society conference _ 355-362 . davy , christie . 1990 . _ ethnic humor around world _ bloomington : indiana university press . drew , paul . 1987 . po - face receipt tease . _ linguistic _ 25 . 219-253 . mulkay , michael . 1988 . _ humor . nature place modern society _ cambridge : blackwell . raskin , victor . 1985 . _ semantic mechanism humor _ dordrecht : reidel . zhao , yan . 1988 . information convey aspect joke . _ humor . international journal humor research _ 1 : 3 . 279-298 . information contact : alan harri aharri @ vax . csun . edu salvatore attardo p5o @ mace . cc . purdue . edu submission : alan c . harri , ph . d . telno : off : professor , communication / linguistic 818-885 - 2853 / 2874 speech communication department hm : californium state university , northridge 818-780 - 8872 spch csun fax : 818-885 - 2663 northridge , ca 91330 deadline submission : asap after july 1st , 1992 .
",no
"Subject: word own opposite

st isidore seville source "" lucus non lucendo , "" paul werth suggest . however , 's accident benjus wald attribute ' etymology ' varro ( 116-27 b . c . e . ) , latter responsible etymological gem vallum . . . quod ea varicare nemo posset "" _ vallum _ ' camp wall ' one _ varicare _ 's traddle over ' "" ( _ de lingua latina _ : v , 117 ) qua vix agus potest , hinc angiportum ; qua nil potest agus , hinc angulus "" where hardly possible anything _ agus _ ' drive , ' call _ angiportum _ ' alley ' ; where nothing _ agus _ ' drive , ' _ angulus _ ' corner ' "" ( ibid . : vi , 41 ) . footnote loeb edition _ de lingua latina _ refer "" derivation contrary mean , "" cite another example : ludus , quo minime luditur "" school , little play "" ( festus , 122 . 16m ) . karen baumer yale university
",no
"Subject: re : 5 . 1240 internet - accessible linguistic data-source

internet - accessible linguistic data-source ' ve append list linguistic resource far . incomplete . help us 's miss - - keep us inform anything appear pass ? regard anthony & helen _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ here below www server relate european lingua project . regard laurent * * * * * * * general source linguistic information * * * * * * * * automatic parallel concordance six european community language ( lingua project ) http : / / www . lorium . fr / exterieur / equipe / dialogue / lingua / lingua . html _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ laurent romary ( romary @ lorium . fr ) equipe dialogue crin-cnrs & inria lorraine batiment lorium , b . p . 239 f - 54506 vandoeuvre le nancy tel : 83 59 20 37 fax : 83 41 30 79
",no
